"Periodos","IGAE"
"2017/08","111.77045840045"
"2017/09","106.32162480765"
"2017/10","112.84704186031"
"2017/11","116.1761321114"
"2017/12","113.99489606593"
"2018/01","111.01182999645"
"2018/02","107.80740420082"
"2018/03","111.18851723121"
"2018/04","111.59189999168"
"2018/05","115.81966632646"
"2018/06","114.43701060875"
"2018/07","112.79894999378"
"2018/08","114.32588076342"
"2018/09","108.77190409942"
"2018/10","115.97051896595"
"2018/11","117.74351895489"
"2018/12","113.11932688603"
"2019/01 ","112.53909860882"
"2019/02","108.86812018761"
"2019/03","112.33581200656"
"2019/04","109.85736162149"
"2019/05","115.27832560053"
"2019/06","112.87220804281"
"2019/07","113.40140340257"
"2019/08","113.25544409498"
"2019/09","108.86326861484"
"2019/10","115.35921419285"
"2019/11","116.24326314417"
"2019/12","113.32627829275"
"2020/01","112.31921147621"
"2020/02","108.75168641123"
"2020/03","109.90085667152"
"2020/04","88.18296560517"
"2020/05","88.927924737047"
"2020/06","97.863745560795"
"2020/07","102.17064156106"
"2020/08","102.70544331498"
"2020/09","103.22334789901"
"2020/10","109.11596680829"
"2020/11","110.9085883132"
"2020/12","110.68667618513"
"2021/01","105.38429677153"
"2021/02","102.63737655805"
"2021/03","111.47701101687"
"2021/04","107.93078765782"
"2021/05","111.98097983404"
"2021/06","111.11097385512"
"2021/07","109.85314330759"
"2021/08","107.14894934424"
"2021/09","104.13422712056"
"2021/10","108.35846117904"
"2021/11","112.69472910826"
"2021/12","112.1522672265"
"2022/01","107.24936460096"
"2022/02","105.15430847965"
"",""
"Cifras Preliminares: ",""
"/p1 A partir de 2019/01",""
"Fuentes:",""
"/f1 INEGI. Sistema de Cuentas Nacionales de México.",""
"",""
